Dist_Code,Year,State_Code,State_Name,Dist_Name,Rice_Area,RICE_PRODUCTION,RICE_YIELD
5,2008,14,Chhattisgarh,Raigarh,423.29,500.83,1183.18
5,2009,14,Chhattisgarh,Raigarh,420.75,470.53,1118.31
5,2010,14,Chhattisgarh,Raigarh,435.05,598.26,1375.15
5,2011,14,Chhattisgarh,Raigarh,421.32,602.66,1430.41
5,2012,14,Chhattisgarh,Raigarh,422.65,641.28,1517.28
5,2013,14,Chhattisgarh,Raigarh,418.44,580.76,1387.92
5,2014,14,Chhattisgarh,Raigarh,408.9,657.79,1608.68
5,2015,14,Chhattisgarh,Raigarh,409.45,414.89,1013.29
6,2005,14,Chhattisgarh,Surguja,380.93,374.25,982.46
6,2006,14,Chhattisgarh,Surguja,383.16,403.92,1054.18
6,2007,14,Chhattisgarh,Surguja,380.88,435.45,1143.27
6,2008,14,Chhattisgarh,Surguja,382.59,449.93,1176.01
6,2009,14,Chhattisgarh,Surguja,376,270.74,720.05
6,2010,14,Chhattisgarh,Surguja,371.28,399.46,1075.9
6,2011,14,Chhattisgarh,Surguja,377.14,530.08,1405.53
6,2012,14,Chhattisgarh,Surguja,373.71,610.07,1632.47
6,2013,14,Chhattisgarh,Surguja,371.71,633.47,1704.2
6,2014,14,Chhattisgarh,Surguja,381.43,687.04,1801.22
6,2015,14,Chhattisgarh,Surguja,369.32,440.9,1193.82
7,2005,6,Madhya Pradesh,Jabalpur,168.96,145.9,863.52
7,2006,6,Madhya Pradesh,Jabalpur,173.4,103.71,598.1
7,2007,6,Madhya Pradesh,Jabalpur,153.8,53.52,347.98
7,2008,6,Madhya Pradesh,Jabalpur,173.3,103.69,598.33
7,2009,6,Madhya Pradesh,Jabalpur,135.2,78.8,582.84
7,2010,6,Madhya Pradesh,Jabalpur,151.1,155,1025.81
7,2011,6,Madhya Pradesh,Jabalpur,157.6,204.5,1297.59
7,2012,6,Madhya Pradesh,Jabalpur,182.13,292.91,1608.25
7,2013,6,Madhya Pradesh,Jabalpur,188.69,364.36,1931
7,2014,6,Madhya Pradesh,Jabalpur,179,228,1273.74
7,2015,6,Madhya Pradesh,Jabalpur,169,189.33,1120.3
8,2005,6,Madhya Pradesh,Balaghat,248.7,365.28,1468.76
8,2006,6,Madhya Pradesh,Balaghat,248.65,299.34,1203.86
8,2007,6,Madhya Pradesh,Balaghat,249.8,233.77,935.83
8,2008,6,Madhya Pradesh,Balaghat,249.8,181.57,726.86
8,2009,6,Madhya Pradesh,Balaghat,247.8,338.2,1364.81
8,2010,6,Madhya Pradesh,Balaghat,247.9,353,1423.96
8,2011,6,Madhya Pradesh,Balaghat,246.7,336.2,1362.79
8,2012,6,Madhya Pradesh,Balaghat,260.77,486.46,1865.48
8,2013,6,Madhya Pradesh,Balaghat,258.65,434.08,1678.25
8,2014,6,Madhya Pradesh,Balaghat,245,449.33,1834
8,2015,6,Madhya Pradesh,Balaghat,266,445.33,1674.17
9,2005,6,Madhya Pradesh,Chhindwara,21.57,16.49,764.49
9,2006,6,Madhya Pradesh,Chhindwara,20.56,16.67,810.8
9,2007,6,Madhya Pradesh,Chhindwara,20.5,12.01,585.85
9,2008,6,Madhya Pradesh,Chhindwara,19.3,9.57,495.85
9,2009,6,Madhya Pradesh,Chhindwara,18.8,14.2,755.32
9,2010,6,Madhya Pradesh,Chhindwara,18.3,30.2,1650.27
9,2011,6,Madhya Pradesh,Chhindwara,20.2,43,2128.71
9,2012,6,Madhya Pradesh,Chhindwara,13.94,38.37,2752.51
9,2013,6,Madhya Pradesh,Chhindwara,13.81,28.05,2031.14
9,2014,6,Madhya Pradesh,Chhindwara,20,48,2400
9,2015,6,Madhya Pradesh,Chhindwara,31,54,1741.94
10,2005,6,Madhya Pradesh,Narsinghpur,13.05,13.93,1067.43
10,2006,6,Madhya Pradesh,Narsinghpur,13.61,14.58,1071.27
10,2007,6,Madhya Pradesh,Narsinghpur,12.9,8.38,649.61
10,2008,6,Madhya Pradesh,Narsinghpur,13.1,8.05,614.5
10,2009,6,Madhya Pradesh,Narsinghpur,13.4,14.9,1111.94
10,2010,6,Madhya Pradesh,Narsinghpur,12.5,19.5,1560
10,2011,6,Madhya Pradesh,Narsinghpur,12,21.5,1791.67
10,2012,6,Madhya Pradesh,Narsinghpur,12.91,17.21,1333.08
10,2013,6,Madhya Pradesh,Narsinghpur,18.36,24.99,1361.11
10,2014,6,Madhya Pradesh,Narsinghpur,18,25.33,1407.22
10,2015,6,Madhya Pradesh,Narsinghpur,34,89.33,2627.35
11,2005,6,Madhya Pradesh,Seoni / Shivani,118.32,143.95,1216.62
11,2006,6,Madhya Pradesh,Seoni / Shivani,119.39,135.81,1137.53
11,2007,6,Madhya Pradesh,Seoni / Shivani,119,97.61,820.25
11,2008,6,Madhya Pradesh,Seoni / Shivani,115.6,77.42,669.72
11,2009,6,Madhya Pradesh,Seoni / Shivani,116.8,122.4,1047.95
11,2010,6,Madhya Pradesh,Seoni / Shivani,116.3,153.9,1323.3
11,2011,6,Madhya Pradesh,Seoni / Shivani,121.2,176.4,1455.45
11,2012,6,Madhya Pradesh,Seoni / Shivani,136.55,281.01,2057.93
11,2013,6,Madhya Pradesh,Seoni / Shivani,150.24,440.99,2935.24
11,2014,6,Madhya Pradesh,Seoni / Shivani,139,199.33,1434.03
11,2015,6,Madhya Pradesh,Seoni / Shivani,169,238.67,1412.25
12,2005,6,Madhya Pradesh,Mandla,193.13,142.17,736.14
12,2006,6,Madhya Pradesh,Mandla,192.71,129.68,672.93
12,2007,6,Madhya Pradesh,Mandla,193.3,93.26,482.46
12,2008,6,Madhya Pradesh,Mandla,194.1,90.35,465.48
12,2009,6,Madhya Pradesh,Mandla,180.1,106.2,589.67
12,2010,6,Madhya Pradesh,Mandla,191.1,157.5,824.18
12,2011,6,Madhya Pradesh,Mandla,198.7,201.8,1015.6
12,2012,6,Madhya Pradesh,Mandla,210.44,212.69,1010.69
12,2013,6,Madhya Pradesh,Mandla,212.68,242.15,1138.56
12,2014,6,Madhya Pradesh,Mandla,209,274,1311
12,2015,6,Madhya Pradesh,Mandla,215,365.33,1699.21
13,2005,6,Madhya Pradesh,Sagar,8.6,4.55,529.07
13,2006,6,Madhya Pradesh,Sagar,8.37,4.3,513.74
13,2007,6,Madhya Pradesh,Sagar,6.6,2.38,360.61
13,2008,6,Madhya Pradesh,Sagar,6.4,2.24,350
13,2009,6,Madhya Pradesh,Sagar,6,3.7,616.67
13,2010,6,Madhya Pradesh,Sagar,6,4.5,750
13,2011,6,Madhya Pradesh,Sagar,3.4,2.7,794.12
13,2012,6,Madhya Pradesh,Sagar,5.26,3.33,633.08
13,2013,6,Madhya Pradesh,Sagar,4.78,2.09,437.24
13,2014,6,Madhya Pradesh,Sagar,5,5.33,1066
13,2015,6,Madhya Pradesh,Sagar,7,2,285.71
14,2005,6,Madhya Pradesh,Damoh,53.3,34.4,645.4
14,2006,6,Madhya Pradesh,Damoh,53.26,28.78,540.37
14,2007,6,Madhya Pradesh,Damoh,53.9,20.53,380.89
14,2008,6,Madhya Pradesh,Damoh,56.3,28.64,508.7
14,2009,6,Madhya Pradesh,Damoh,55.6,37.5,674.46
14,2010,6,Madhya Pradesh,Damoh,50.2,51.9,1033.86
14,2011,6,Madhya Pradesh,Damoh,55.8,59.5,1066.31
14,2012,6,Madhya Pradesh,Damoh,56.3,55.93,993.43
14,2013,6,Madhya Pradesh,Damoh,55.63,62.31,1120.08
14,2014,6,Madhya Pradesh,Damoh,66,70.67,1070.76
14,2015,6,Madhya Pradesh,Damoh,73,82.67,1132.47
15,2005,6,Madhya Pradesh,Tikamgarh,18.37,9.02,491.02
15,2006,6,Madhya Pradesh,Tikamgarh,14.49,5.72,394.75
15,2007,6,Madhya Pradesh,Tikamgarh,11.7,1.32,112.82
15,2008,6,Madhya Pradesh,Tikamgarh,12.9,4.82,373.64
15,2009,6,Madhya Pradesh,Tikamgarh,12.7,5.2,409.45
15,2010,6,Madhya Pradesh,Tikamgarh,12,5.4,450
15,2011,6,Madhya Pradesh,Tikamgarh,11.7,8.5,726.5
15,2012,6,Madhya Pradesh,Tikamgarh,11.77,5.6,475.79
15,2013,6,Madhya Pradesh,Tikamgarh,11.41,4.01,351.45
15,2014,6,Madhya Pradesh,Tikamgarh,13,5.33,410
15,2015,6,Madhya Pradesh,Tikamgarh,6,0.67,111.67
16,2005,6,Madhya Pradesh,Chhatarpur,15.08,9.7,643.24
16,2006,6,Madhya Pradesh,Chhatarpur,11.87,5.02,422.91
16,2007,6,Madhya Pradesh,Chhatarpur,11.3,2.38,210.62
16,2008,6,Madhya Pradesh,Chhatarpur,11.3,4.88,431.86
16,2009,6,Madhya Pradesh,Chhatarpur,9.7,4.4,453.61
16,2010,6,Madhya Pradesh,Chhatarpur,8.9,5.5,617.98
16,2011,6,Madhya Pradesh,Chhatarpur,9.1,7.9,868.13
16,2012,6,Madhya Pradesh,Chhatarpur,5.79,2.17,374.78
16,2013,6,Madhya Pradesh,Chhatarpur,5.37,4.75,884.54
16,2014,6,Madhya Pradesh,Chhatarpur,10,8.67,867
16,2015,6,Madhya Pradesh,Chhatarpur,8,2.67,333.75
17,2005,6,Madhya Pradesh,Panna,60.75,37.7,620.58
17,2006,6,Madhya Pradesh,Panna,56.22,25.5,453.58
17,2007,6,Madhya Pradesh,Panna,49.8,15.31,307.43
17,2008,6,Madhya Pradesh,Panna,57.1,29.37,514.36
17,2009,6,Madhya Pradesh,Panna,58.3,28.6,490.57
17,2010,6,Madhya Pradesh,Panna,53.7,51.6,960.89
17,2011,6,Madhya Pradesh,Panna,61.3,61,995.11
17,2012,6,Madhya Pradesh,Panna,63.64,64.91,1019.96
17,2013,6,Madhya Pradesh,Panna,80.65,91.51,1134.66
17,2014,6,Madhya Pradesh,Panna,56,76.67,1369.11
17,2015,6,Madhya Pradesh,Panna,55,17.33,315.09
18,2005,6,Madhya Pradesh,Rewa,143.32,138.12,963.72
18,2006,6,Madhya Pradesh,Rewa,137.69,89.17,647.61
18,2007,6,Madhya Pradesh,Rewa,131.6,45.54,346.05
18,2008,6,Madhya Pradesh,Rewa,136.9,88.24,644.56
18,2009,6,Madhya Pradesh,Rewa,124.9,79.8,638.91
18,2010,6,Madhya Pradesh,Rewa,102.1,67.5,661.12
18,2011,6,Madhya Pradesh,Rewa,120.4,141.8,1177.74
18,2012,6,Madhya Pradesh,Rewa,123.51,199.65,1616.47
18,2013,6,Madhya Pradesh,Rewa,119.62,214.11,1789.92
18,2014,6,Madhya Pradesh,Rewa,136,246,1808.82
18,2015,6,Madhya Pradesh,Rewa,121,114.67,947.69
19,2005,6,Madhya Pradesh,Sidhi,124.63,91.89,737.3
19,2006,6,Madhya Pradesh,Sidhi,127.04,103.52,814.86
19,2007,6,Madhya Pradesh,Sidhi,122.6,53,432.3
19,2008,6,Madhya Pradesh,Sidhi,122.4,48.11,393.06
19,2009,6,Madhya Pradesh,Sidhi,116.4,73.4,630.58
19,2010,6,Madhya Pradesh,Sidhi,102.5,91.3,890.73
19,2011,6,Madhya Pradesh,Sidhi,87.8,84.5,962.41
19,2012,6,Madhya Pradesh,Sidhi,115.75,238.24,2058.23
19,2013,6,Madhya Pradesh,Sidhi,116.25,172.7,1485.59
19,2014,6,Madhya Pradesh,Sidhi,100,126,1260
19,2015,6,Madhya Pradesh,Sidhi,118,137.33,1163.81
20,2005,6,Madhya Pradesh,Satna,103.74,123.3,1188.55
20,2006,6,Madhya Pradesh,Satna,94.92,60.92,641.8
20,2007,6,Madhya Pradesh,Satna,89.7,22.37,249.39
20,2008,6,Madhya Pradesh,Satna,90.3,39.01,432
20,2009,6,Madhya Pradesh,Satna,82.6,53.5,647.7
20,2010,6,Madhya Pradesh,Satna,71.7,74.3,1036.26
20,2011,6,Madhya Pradesh,Satna,82.4,135.9,1649.27
20,2012,6,Madhya Pradesh,Satna,85.38,197.67,2315.18
20,2013,6,Madhya Pradesh,Satna,82.07,188.56,2297.55
20,2014,6,Madhya Pradesh,Satna,104,201.33,1935.87
20,2015,6,Madhya Pradesh,Satna,104,238,2288.46
21,2005,6,Madhya Pradesh,Shahdol,254.5,250.39,983.85
21,2006,6,Madhya Pradesh,Shahdol,253.22,208.91,825.01
21,2007,6,Madhya Pradesh,Shahdol,254.6,100.06,393.01
21,2008,6,Madhya Pradesh,Shahdol,253,149.96,592.73
21,2009,6,Madhya Pradesh,Shahdol,236,165.9,702.97
21,2010,6,Madhya Pradesh,Shahdol,236.6,227.1,959.85
21,2011,6,Madhya Pradesh,Shahdol,258.6,353.7,1367.75
21,2012,6,Madhya Pradesh,Shahdol,257.73,383.9,1489.54
21,2013,6,Madhya Pradesh,Shahdol,257.18,484.88,1885.37
21,2014,6,Madhya Pradesh,Shahdol,269,510.67,1898.4
21,2015,6,Madhya Pradesh,Shahdol,229,378,1650.66
22,2005,6,Madhya Pradesh,Gwalior,17.54,40.56,2312.43
22,2006,6,Madhya Pradesh,Gwalior,15.93,37.38,2346.52
22,2007,6,Madhya Pradesh,Gwalior,11.7,11.09,947.86
22,2008,6,Madhya Pradesh,Gwalior,31,53.99,1741.61
22,2009,6,Madhya Pradesh,Gwalior,21,54.1,2576.19
22,2010,6,Madhya Pradesh,Gwalior,24.5,64,2612.24
22,2011,6,Madhya Pradesh,Gwalior,34.7,111.2,3204.61
22,2012,6,Madhya Pradesh,Gwalior,49.16,89.43,1819.16
22,2013,6,Madhya Pradesh,Gwalior,57.51,135.09,2348.98
22,2014,6,Madhya Pradesh,Gwalior,49,111.33,2272.04
22,2015,6,Madhya Pradesh,Gwalior,53,150,2830.19
23,2005,6,Madhya Pradesh,Shivpuri,6.16,5.85,949.68
23,2006,6,Madhya Pradesh,Shivpuri,5.12,4.75,927.73
23,2007,6,Madhya Pradesh,Shivpuri,5.1,2.57,503.92
23,2008,6,Madhya Pradesh,Shivpuri,8,6.01,751.25
23,2009,6,Madhya Pradesh,Shivpuri,8,10.9,1362.5
23,2010,6,Madhya Pradesh,Shivpuri,8.3,13.2,1590.36
23,2011,6,Madhya Pradesh,Shivpuri,9,14.2,1577.78
23,2012,6,Madhya Pradesh,Shivpuri,13.4,19.88,1483.58
23,2013,6,Madhya Pradesh,Shivpuri,14.63,17.06,1166.1
23,2014,6,Madhya Pradesh,Shivpuri,14,17.33,1237.86
23,2015,6,Madhya Pradesh,Shivpuri,11,27.33,2484.55
24,2005,6,Madhya Pradesh,Guna,1.64,1.24,756.1
24,2006,6,Madhya Pradesh,Guna,1.6,1.21,756.25
24,2007,6,Madhya Pradesh,Guna,1.6,0.8,500
24,2008,6,Madhya Pradesh,Guna,1.4,0.59,421.43
24,2009,6,Madhya Pradesh,Guna,1.3,1.1,846.15
24,2010,6,Madhya Pradesh,Guna,1.3,1.3,1000
24,2011,6,Madhya Pradesh,Guna,1.4,1.6,1142.86
24,2012,6,Madhya Pradesh,Guna,1.87,4.52,2417.11
24,2013,6,Madhya Pradesh,Guna,1.92,3.17,1651.04
24,2014,6,Madhya Pradesh,Guna,3,6.66,2220
24,2015,6,Madhya Pradesh,Guna,4,6,1500
25,2005,6,Madhya Pradesh,Datia,1.68,1.59,946.43
25,2006,6,Madhya Pradesh,Datia,1.46,1.23,842.47
25,2007,6,Madhya Pradesh,Datia,1.5,0.92,613.33
25,2008,6,Madhya Pradesh,Datia,4,3.3,825
25,2009,6,Madhya Pradesh,Datia,4.3,5,1162.79
25,2010,6,Madhya Pradesh,Datia,5.7,7.1,1245.61
25,2011,6,Madhya Pradesh,Datia,5,6.2,1240
25,2012,6,Madhya Pradesh,Datia,8.08,16.53,2045.79
25,2013,6,Madhya Pradesh,Datia,12.14,13.9,1144.98
25,2014,6,Madhya Pradesh,Datia,30,29.33,977.67
25,2015,6,Madhya Pradesh,Datia,14,24,1714.29
26,2005,6,Madhya Pradesh,Morena,4.09,7.7,1882.64
26,2006,6,Madhya Pradesh,Morena,4.33,9.68,2235.57
26,2007,6,Madhya Pradesh,Morena,4.8,11.88,2475
26,2008,6,Madhya Pradesh,Morena,7.5,11.75,1566.67
26,2009,6,Madhya Pradesh,Morena,10.1,25.2,2495.05
26,2010,6,Madhya Pradesh,Morena,9.7,28.8,2969.07
26,2011,6,Madhya Pradesh,Morena,15.1,44.9,2973.51
26,2012,6,Madhya Pradesh,Morena,13.71,50.67,3695.84
26,2013,6,Madhya Pradesh,Morena,16.11,58.64,3639.98
26,2014,6,Madhya Pradesh,Morena,20,46,2300
26,2015,6,Madhya Pradesh,Morena,20,70,3500
27,2005,6,Madhya Pradesh,Bhind,3.73,7.84,2101.88
27,2006,6,Madhya Pradesh,Bhind,0.41,0.83,2024.39
27,2007,6,Madhya Pradesh,Bhind,0.3,0.4,1333.33
27,2008,6,Madhya Pradesh,Bhind,10.3,11.81,1146.6
27,2009,6,Madhya Pradesh,Bhind,1.6,3.5,2187.5
27,2010,6,Madhya Pradesh,Bhind,5.6,15.3,2732.14
27,2011,6,Madhya Pradesh,Bhind,0.4,1.3,3250
27,2012,6,Madhya Pradesh,Bhind,4.62,12.47,2699.13
27,2013,6,Madhya Pradesh,Bhind,4.8,20.81,4335.42
27,2014,6,Madhya Pradesh,Bhind,6,20.67,3445
27,2015,6,Madhya Pradesh,Bhind,6,27.33,4555
28,2005,6,Madhya Pradesh,Indore,0.02,0.01,500
28,2006,6,Madhya Pradesh,Indore,0.02,0.01,500
28,2007,6,Madhya Pradesh,Indore,0,0,0
28,2008,6,Madhya Pradesh,Indore,0,0,0
28,2009,6,Madhya Pradesh,Indore,0,0,0
28,2010,6,Madhya Pradesh,Indore,0,0,0
28,2011,6,Madhya Pradesh,Indore,0,0,0
28,2012,6,Madhya Pradesh,Indore,0,0,0
28,2013,6,Madhya Pradesh,Indore,0.01,0,0
28,2014,6,Madhya Pradesh,Indore,0,0,0
28,2015,6,Madhya Pradesh,Indore,0,0,0
29,2005,6,Madhya Pradesh,Ratlam,2.51,1.81,721.12
29,2006,6,Madhya Pradesh,Ratlam,2.17,1.59,732.72
29,2007,6,Madhya Pradesh,Ratlam,2.1,0.99,471.43
29,2008,6,Madhya Pradesh,Ratlam,1.8,0.86,477.78
29,2009,6,Madhya Pradesh,Ratlam,1.8,1.3,722.22
29,2010,6,Madhya Pradesh,Ratlam,1.7,1.3,764.71
29,2011,6,Madhya Pradesh,Ratlam,1.9,1.8,947.37
29,2012,6,Madhya Pradesh,Ratlam,1.36,1.55,1139.71
29,2013,6,Madhya Pradesh,Ratlam,1.29,1.55,1201.55
29,2014,6,Madhya Pradesh,Ratlam,0,0,0
29,2015,6,Madhya Pradesh,Ratlam,0,0,0
30,2005,6,Madhya Pradesh,Ujjain,0.01,0,0
30,2006,6,Madhya Pradesh,Ujjain,0,0,0
30,2007,6,Madhya Pradesh,Ujjain,0,0,0
30,2008,6,Madhya Pradesh,Ujjain,0,0,0
30,2009,6,Madhya Pradesh,Ujjain,0,0,0
30,2010,6,Madhya Pradesh,Ujjain,0,0,0
30,2011,6,Madhya Pradesh,Ujjain,0,0,0
30,2012,6,Madhya Pradesh,Ujjain,0,0,0
30,2013,6,Madhya Pradesh,Ujjain,0,0,0
30,2014,6,Madhya Pradesh,Ujjain,0,0,0
30,2015,6,Madhya Pradesh,Ujjain,0,0,0
31,2005,6,Madhya Pradesh,Mandsaur,0.03,0.01,333.33
31,2006,6,Madhya Pradesh,Mandsaur,0.03,0.01,333.33
31,2007,6,Madhya Pradesh,Mandsaur,0,0,0
31,2008,6,Madhya Pradesh,Mandsaur,0.1,0,0
31,2009,6,Madhya Pradesh,Mandsaur,0.1,0,0
31,2010,6,Madhya Pradesh,Mandsaur,0,0,0
31,2011,6,Madhya Pradesh,Mandsaur,0,0,0
31,2012,6,Madhya Pradesh,Mandsaur,0.04,0.02,500
31,2013,6,Madhya Pradesh,Mandsaur,0.04,0.01,250
31,2014,6,Madhya Pradesh,Mandsaur,0,0,0
31,2015,6,Madhya Pradesh,Mandsaur,0,0,0
32,2005,6,Madhya Pradesh,Dewas,0.6,0.31,516.67
32,2006,6,Madhya Pradesh,Dewas,0.54,0.29,537.04
32,2007,6,Madhya Pradesh,Dewas,0.6,0.26,433.33
32,2008,6,Madhya Pradesh,Dewas,0.4,0.2,500
32,2009,6,Madhya Pradesh,Dewas,0.2,0.2,1000
32,2010,6,Madhya Pradesh,Dewas,0.2,0.2,1000
32,2011,6,Madhya Pradesh,Dewas,0.2,0.2,1000
32,2012,6,Madhya Pradesh,Dewas,0.14,0.12,857.14
32,2013,6,Madhya Pradesh,Dewas,0.11,0.08,727.27
32,2014,6,Madhya Pradesh,Dewas,1,0.67,670
32,2015,6,Madhya Pradesh,Dewas,0,0,0
33,2005,6,Madhya Pradesh,Dhar,2.26,1.18,522.12
33,2006,6,Madhya Pradesh,Dhar,1.86,1.05,564.52
33,2007,6,Madhya Pradesh,Dhar,1.7,0.66,388.24
33,2008,6,Madhya Pradesh,Dhar,1.4,0.53,378.57
33,2009,6,Madhya Pradesh,Dhar,1.2,0.7,583.33
33,2010,6,Madhya Pradesh,Dhar,1.2,0.9,750
33,2011,6,Madhya Pradesh,Dhar,1.3,1.1,846.15
33,2012,6,Madhya Pradesh,Dhar,0.76,0.66,868.42
33,2013,6,Madhya Pradesh,Dhar,0.66,0.5,757.58
33,2014,6,Madhya Pradesh,Dhar,1,0.67,670
33,2015,6,Madhya Pradesh,Dhar,0,0,0
34,2005,6,Madhya Pradesh,Jhabua,22.5,10.39,461.78
34,2006,6,Madhya Pradesh,Jhabua,22.89,10.59,462.65
34,2007,6,Madhya Pradesh,Jhabua,22.8,8.25,361.84
34,2008,6,Madhya Pradesh,Jhabua,21.9,7.46,340.64
34,2009,6,Madhya Pradesh,Jhabua,20.4,8,392.16
34,2010,6,Madhya Pradesh,Jhabua,19.9,13.6,683.42
34,2011,6,Madhya Pradesh,Jhabua,20.9,14.8,708.13
34,2012,6,Madhya Pradesh,Jhabua,18.98,9.64,507.9
34,2013,6,Madhya Pradesh,Jhabua,18.82,24.32,1292.24
34,2014,6,Madhya Pradesh,Jhabua,16,11.34,708.75
34,2015,6,Madhya Pradesh,Jhabua,15,11.33,755.33
35,2005,6,Madhya Pradesh,Khargone / West Nimar,6.58,2.68,407.29
35,2006,6,Madhya Pradesh,Khargone / West Nimar,6.04,3.14,519.87
35,2007,6,Madhya Pradesh,Khargone / West Nimar,5.6,2.17,387.5
35,2008,6,Madhya Pradesh,Khargone / West Nimar,5.5,1.92,349.09
35,2009,6,Madhya Pradesh,Khargone / West Nimar,5.1,2.5,490.2
35,2010,6,Madhya Pradesh,Khargone / West Nimar,4.3,3.3,767.44
35,2011,6,Madhya Pradesh,Khargone / West Nimar,3.6,2.9,805.56
35,2012,6,Madhya Pradesh,Khargone / West Nimar,3.09,2.47,799.35
35,2013,6,Madhya Pradesh,Khargone / West Nimar,2.83,1.21,427.56
35,2014,6,Madhya Pradesh,Khargone / West Nimar,2,4,2000
35,2015,6,Madhya Pradesh,Khargone / West Nimar,2,0.67,335
36,2005,6,Madhya Pradesh,Khandwa / East Nimar,15.65,14.28,912.46
36,2006,6,Madhya Pradesh,Khandwa / East Nimar,13.4,13.73,1024.63
36,2007,6,Madhya Pradesh,Khandwa / East Nimar,12.5,9.37,749.6
36,2008,6,Madhya Pradesh,Khandwa / East Nimar,12,8.05,670.83
36,2009,6,Madhya Pradesh,Khandwa / East Nimar,10.4,8.6,826.92
36,2010,6,Madhya Pradesh,Khandwa / East Nimar,8.6,11.7,1360.47
36,2011,6,Madhya Pradesh,Khandwa / East Nimar,7.6,9.4,1236.84
36,2012,6,Madhya Pradesh,Khandwa / East Nimar,5.1,7.73,1515.69
36,2013,6,Madhya Pradesh,Khandwa / East Nimar,4.88,3.92,803.28
36,2014,6,Madhya Pradesh,Khandwa / East Nimar,8,10,1250
36,2015,6,Madhya Pradesh,Khandwa / East Nimar,7,3.33,475.71
37,2005,6,Madhya Pradesh,Sehore,1.9,1.26,663.16
37,2006,6,Madhya Pradesh,Sehore,1.97,1.31,664.97
37,2007,6,Madhya Pradesh,Sehore,2.9,1.45,500
37,2008,6,Madhya Pradesh,Sehore,5.1,2.57,503.92
37,2009,6,Madhya Pradesh,Sehore,5.5,5.5,1000
37,2010,6,Madhya Pradesh,Sehore,6.6,7.2,1090.91
37,2011,6,Madhya Pradesh,Sehore,13.1,22.1,1687.02
37,2012,6,Madhya Pradesh,Sehore,17.98,45.87,2551.17
