Dist_Code,Year,State_Code,State_Name,Dist_Name,NITROGEN_KHARIF,Nitro_Rabi,PHOSPHATE_KHARIF,PHOSPHATE_RABI,POTASH_KHARIF,POTASH_RABI,TOTAL_KHARIF,TOTAL_RABI
1,2005,14,Chhattisgarh,Durg,43026,9862,15991,7921,8358,2108,67376,19891
1,2006,14,Chhattisgarh,Durg,55815,8163,24078,6697,9620,2772,89513,17633
1,2007,14,Chhattisgarh,Durg,47357,12975,21754,5804,9490,1968,78600,20746
1,2008,14,Chhattisgarh,Durg,42685,9721,26565,7292,14591,3011,83841,20023
1,2009,14,Chhattisgarh,Durg,63105,9749,37491,3708,14304,3787,114900,17244
1,2010,14,Chhattisgarh,Durg,62347,15081,36206,8979,17515,2028,116068,26088
1,2011,14,Chhattisgarh,Durg,53404,19439,31989,13826,12947,4392,98340,37657
1,2012,14,Chhattisgarh,Durg,70900,22825,34861,15613,12797,3417,118558,41855
1,2013,14,Chhattisgarh,Durg,58995,21750,29544,12685,13585,2539,102124,36973
1,2014,14,Chhattisgarh,Durg,71237,21223,39946,14412,12256,3997,123439,39632
1,2015,14,Chhattisgarh,Durg,78704,30395,39954,22456,13614,5809,132272,58661
2,2005,14,Chhattisgarh,Bastar,8898,1763,3031,1796,1500,459,13429,4018
2,2006,14,Chhattisgarh,Bastar,10218,2000,5260,876,2277,243,17755,3119
2,2007,14,Chhattisgarh,Bastar,7240,2470,2595,675,354,361,10189,3506
2,2008,14,Chhattisgarh,Bastar,6193,5385,2652,2799,1508,2071,10353,10255
2,2009,14,Chhattisgarh,Bastar,15401,2039,8170,906,2617,595,26188,3540
2,2010,14,Chhattisgarh,Bastar,13908,2911,7930,1745,4202,1075,26040,5731
2,2011,14,Chhattisgarh,Bastar,12926,3775,7423,2976,2302,1157,22651,7908
2,2012,14,Chhattisgarh,Bastar,12114,4358,5949,2815,2457,1038,20520,8211
2,2013,14,Chhattisgarh,Bastar,9460,3610,5696,1433,2465,444,17621,5487
2,2014,14,Chhattisgarh,Bastar,15773,5651,9476,2261,3512,1094,28761,9006
2,2015,14,Chhattisgarh,Bastar,12483,7215,8814,4601,3432,1709,24729,13525
3,2005,14,Chhattisgarh,Raipur,54164,18715,32994,14161,12828,2602,99986,35478
3,2006,14,Chhattisgarh,Raipur,75246,26161,31890,14767,14339,7442,121475,48370
3,2007,14,Chhattisgarh,Raipur,83979,22681,40871,14255,24309,5965,149159,42901
3,2008,14,Chhattisgarh,Raipur,82347,23660,39667,13889,18433,5048,140447,42597
3,2009,14,Chhattisgarh,Raipur,89750,25495,46765,12522,18332,6218,154847,44235
3,2010,14,Chhattisgarh,Raipur,91183,36522,46577,17516,22048,5569,159808,59607
3,2011,14,Chhattisgarh,Raipur,93518,50408,38652,28216,9949,17392,142119,96016
3,2012,14,Chhattisgarh,Raipur,82322,58611,34389,29393,9641,2684,126352,90688
3,2013,14,Chhattisgarh,Raipur,105498,28018,41949,20741,14665,2053,162112,50812
3,2014,14,Chhattisgarh,Raipur,92205,39015,40583,16392,12075,8041,144863,63448
3,2015,14,Chhattisgarh,Raipur,94031,33176,33428,18541,11026,5396,138485,57113
4,2005,14,Chhattisgarh,Bilaspur,47717,7701,9954,4480,4431,1063,62101,13244
4,2006,14,Chhattisgarh,Bilaspur,50511,9826,14754,3121,5710,974,70975,13920
4,2007,14,Chhattisgarh,Bilaspur,47823,8941,13390,1537,4083,895,65297,11374
4,2008,14,Chhattisgarh,Bilaspur,44361,7638,16939,3116,6245,1184,67545,11939
4,2009,14,Chhattisgarh,Bilaspur,49959,9229,22318,3154,5708,1631,77985,14014
4,2010,14,Chhattisgarh,Bilaspur,49062,11888,23303,4882,7648,1321,80013,18091
4,2011,14,Chhattisgarh,Bilaspur,53398,25949,21165,8769,4354,4635,78917,39353
4,2012,14,Chhattisgarh,Bilaspur,56289,19787,20585,8307,4903,738,81777,28832
4,2013,14,Chhattisgarh,Bilaspur,65986,8410,19845,5904,5023,510,90854,14825
4,2014,14,Chhattisgarh,Bilaspur,63224,14725,23584,5284,4376,1859,91184,21868
4,2015,14,Chhattisgarh,Bilaspur,65358,10182,25259,6994,5607,2304,96224,19479
5,2005,14,Chhattisgarh,Raigarh,19288,3832,6168,3123,2137,845,27593,7800
5,2006,14,Chhattisgarh,Raigarh,17989,3986,6509,1951,2609,636,27107,6573
5,2007,14,Chhattisgarh,Raigarh,18701,4366,6957,2178,2311,703,27969,7247
5,2008,14,Chhattisgarh,Raigarh,23182,5523,7501,3503,4023,1286,34706,10312
5,2009,14,Chhattisgarh,Raigarh,25761,4710,11127,2839,2868,1327,39756,8876
5,2010,14,Chhattisgarh,Raigarh,18255,5939,10916,2869,3658,964,32829,9772
5,2011,14,Chhattisgarh,Raigarh,19075,11024,9109,4891,1197,1044,29381,16959
5,2012,14,Chhattisgarh,Raigarh,18746,7061,6903,4045,1497,270,27146,11376
5,2013,14,Chhattisgarh,Raigarh,21227,4585,8065,3263,2088,256,31380,8104
5,2014,14,Chhattisgarh,Raigarh,23609,4319,8933,2632,1959,2238,34501,9189
5,2015,14,Chhattisgarh,Raigarh,23587,7446,9439,4959,2333,1327,35359,13732
6,2005,14,Chhattisgarh,Surguja,14334,2786,3494,1289,1208,291,19036,4366
6,2006,14,Chhattisgarh,Surguja,8251,4054,4194,1905,1282,105,13727,6064
6,2007,14,Chhattisgarh,Surguja,11724,4001,6006,944,2013,197,19743,5142
6,2008,14,Chhattisgarh,Surguja,13798,3112,7040,3297,2428,1123,23266,7532
6,2009,14,Chhattisgarh,Surguja,15380,5244,10691,2629,1240,366,27311,8239
6,2010,14,Chhattisgarh,Surguja,12519,2378,7908,2354,2197,764,22624,5496
6,2011,14,Chhattisgarh,Surguja,10426,3058,5665,4653,1063,1408,17154,9119
6,2012,14,Chhattisgarh,Surguja,15989,6171,7761,3635,1573,209,25323,10015
6,2013,14,Chhattisgarh,Surguja,20843,4789,8821,2257,2785,329,32449,7375
6,2014,14,Chhattisgarh,Surguja,17325,4680,9385,2486,2524,2793,29234,9959
6,2015,14,Chhattisgarh,Surguja,22625,5580,10731,4566,3100,1456,36456,11602
7,2005,6,Madhya Pradesh,Jabalpur,4659,15980,2498,9537,147,895,7304,26412
7,2006,6,Madhya Pradesh,Jabalpur,10928,17277,7603,8578,294,1227,18825,27082
7,2007,6,Madhya Pradesh,Jabalpur,7955,20131,5805,10582,775,1523,14535,32236
7,2008,6,Madhya Pradesh,Jabalpur,13518,21655,9293,10597,2054,2439,24865,34691
7,2009,6,Madhya Pradesh,Jabalpur,10774,28035,9589,14723,2049,2482,22412,45240
7,2010,6,Madhya Pradesh,Jabalpur,14098,31078,11190,16588,1309,3108,26597,50774
7,2011,6,Madhya Pradesh,Jabalpur,19000,23455,11450,14459,1467,833,31917,38747
7,2012,6,Madhya Pradesh,Jabalpur,21096,29781,15289,11850,1011,2035,37396,43666
7,2013,6,Madhya Pradesh,Jabalpur,19236,38469,7953,14980,184,205,27373,53654
7,2014,6,Madhya Pradesh,Jabalpur,18776,29605,8277,12739,621,402,27674,42746
7,2015,6,Madhya Pradesh,Jabalpur,20725,37079,7707,15560,672,599,29104,53238
8,2005,6,Madhya Pradesh,Balaghat,8614,1872,5261,1432,657,65,14532,3369
8,2006,6,Madhya Pradesh,Balaghat,8700,1963,5407,1175,670,74,14777,3212
8,2007,6,Madhya Pradesh,Balaghat,10541,2008,6123,1400,679,66,17343,3474
8,2008,6,Madhya Pradesh,Balaghat,12011,1675,7148,1130,829,147,19988,2952
8,2009,6,Madhya Pradesh,Balaghat,12192,2269,8094,1360,641,123,20927,3752
8,2010,6,Madhya Pradesh,Balaghat,12093,2750,7953,1723,1483,135,21529,4608
8,2011,6,Madhya Pradesh,Balaghat,12524,5101,7539,4456,766,74,20829,9631
8,2012,6,Madhya Pradesh,Balaghat,10802,5575,6600,1803,409,75,17811,7453
8,2013,6,Madhya Pradesh,Balaghat,11969,3763,9544,2920,602,311,22115,6994
8,2014,6,Madhya Pradesh,Balaghat,11100,4549,6885,3240,233,363,18218,8152
8,2015,6,Madhya Pradesh,Balaghat,14639,4838,10164,2695,832,84,25635,7617
9,2005,6,Madhya Pradesh,Chhindwara,8970,8019,4294,2575,1210,987,14474,11581
9,2006,6,Madhya Pradesh,Chhindwara,11923,8274,5555,2325,1431,811,18909,11410
9,2007,6,Madhya Pradesh,Chhindwara,12406,10559,5015,1974,1628,409,19049,12942
9,2008,6,Madhya Pradesh,Chhindwara,12913,7374,5058,1886,2327,444,20298,9704
9,2009,6,Madhya Pradesh,Chhindwara,17335,12853,7577,2872,2230,1599,27142,17324
9,2010,6,Madhya Pradesh,Chhindwara,17414,12743,7679,5065,3372,1925,28465,19733
9,2011,6,Madhya Pradesh,Chhindwara,20480,11956,8884,4577,3386,1086,32750,17619
9,2012,6,Madhya Pradesh,Chhindwara,16162,18854,8923,5242,2516,676,27601,24772
9,2013,6,Madhya Pradesh,Chhindwara,24170,17134,9443,3877,1643,506,35256,21517
9,2014,6,Madhya Pradesh,Chhindwara,20147,18162,9381,6243,2777,821,32305,25226
9,2015,6,Madhya Pradesh,Chhindwara,26208,21108,11481,6486,3088,834,40777,28428
10,2005,6,Madhya Pradesh,Narsinghpur,2886,6955,917,3730,290,1253,4093,11938
10,2006,6,Madhya Pradesh,Narsinghpur,4206,9695,1560,3537,440,1254,6206,14486
10,2007,6,Madhya Pradesh,Narsinghpur,3441,7225,1540,3323,417,431,5398,10979
10,2008,6,Madhya Pradesh,Narsinghpur,3271,8448,2148,5090,454,1245,5873,14783
10,2009,6,Madhya Pradesh,Narsinghpur,3459,9669,2574,5195,336,1849,6369,16713
10,2010,6,Madhya Pradesh,Narsinghpur,3754,9766,3752,5835,406,1727,7912,17328
10,2011,6,Madhya Pradesh,Narsinghpur,5099,12321,4116,5896,485,985,9700,19202
10,2012,6,Madhya Pradesh,Narsinghpur,6160,13340,5139,7043,293,553,11592,20936
10,2013,6,Madhya Pradesh,Narsinghpur,4699,10498,2603,5015,189,675,7491,16188
10,2014,6,Madhya Pradesh,Narsinghpur,6958,12044,2359,5722,480,582,9797,18348
10,2015,6,Madhya Pradesh,Narsinghpur,8592,16163,3400,6619,394,1185,12386,23967
11,2005,6,Madhya Pradesh,Seoni / Shivani,2778,3996,2207,1614,144,277,5129,5887
11,2006,6,Madhya Pradesh,Seoni / Shivani,3316,4008,2569,1899,189,229,6074,6136
11,2007,6,Madhya Pradesh,Seoni / Shivani,4447,5517,3209,2223,228,138,7884,7878
11,2008,6,Madhya Pradesh,Seoni / Shivani,4523,4482,3438,2528,378,196,8339,7206
11,2009,6,Madhya Pradesh,Seoni / Shivani,4980,7476,4696,2802,282,407,9958,10685
11,2010,6,Madhya Pradesh,Seoni / Shivani,6227,7504,5260,3431,542,694,12029,11629
11,2011,6,Madhya Pradesh,Seoni / Shivani,7305,8425,5289,3376,670,279,13264,12080
11,2012,6,Madhya Pradesh,Seoni / Shivani,9048,9729,6361,3801,413,694,15822,14224
11,2013,6,Madhya Pradesh,Seoni / Shivani,11413,9905,5566,2948,166,147,17145,13000
11,2014,6,Madhya Pradesh,Seoni / Shivani,12609,10541,6119,3820,320,181,19048,14542
11,2015,6,Madhya Pradesh,Seoni / Shivani,15626,12734,6699,4836,314,288,22639,17858
12,2005,6,Madhya Pradesh,Mandla,3191,1027,713,198,38,30,3942,1255
12,2006,6,Madhya Pradesh,Mandla,3198,1577,771,347,46,33,4015,1957
12,2007,6,Madhya Pradesh,Mandla,3777,1676,1066,453,33,23,4876,2152
12,2008,6,Madhya Pradesh,Mandla,4593,2066,1197,537,67,44,5857,2647
12,2009,6,Madhya Pradesh,Mandla,4229,2345,1620,722,78,51,5927,3118
12,2010,6,Madhya Pradesh,Mandla,4884,2994,1779,853,107,78,6770,3925
12,2011,6,Madhya Pradesh,Mandla,4892,2989,2269,991,123,44,7284,4024
12,2012,6,Madhya Pradesh,Mandla,4614,3703,1655,998,104,33,6373,4734
12,2013,6,Madhya Pradesh,Mandla,5969,3286,2030,1233,87,27,8086,4546
12,2014,6,Madhya Pradesh,Mandla,6690,4353,3066,2243,88,75,9844,6671
12,2015,6,Madhya Pradesh,Mandla,7660,3885,2705,1220,95,38,10460,5143
13,2005,6,Madhya Pradesh,Sagar,876,7076,1372,6244,123,1303,2371,14623
13,2006,6,Madhya Pradesh,Sagar,2410,9004,4724,6207,180,219,7314,15430
13,2007,6,Madhya Pradesh,Sagar,3039,7443,4746,6040,124,235,7909,13718
13,2008,6,Madhya Pradesh,Sagar,4266,9142,7406,6381,864,405,12536,15928
13,2009,6,Madhya Pradesh,Sagar,2859,11833,6182,7755,229,646,9270,20234
13,2010,6,Madhya Pradesh,Sagar,3865,10959,9526,8597,385,1534,13776,21090
13,2011,6,Madhya Pradesh,Sagar,4190,11068,8683,7936,489,597,13362,19601
13,2012,6,Madhya Pradesh,Sagar,5788,10904,11324,8951,287,250,17399,20105
13,2013,6,Madhya Pradesh,Sagar,4181,13321,7858,8174,37,160,12076,21655
13,2014,6,Madhya Pradesh,Sagar,3899,12369,5531,7365,51,240,9481,19974
13,2015,6,Madhya Pradesh,Sagar,5590,12795,8529,8206,355,478,14474,21479
14,2005,6,Madhya Pradesh,Damoh,703,3385,698,2450,38,341,1439,6176
14,2006,6,Madhya Pradesh,Damoh,1709,3884,2846,2252,74,73,4629,6209
14,2007,6,Madhya Pradesh,Damoh,1560,3624,1690,2654,78,153,3328,6431
14,2008,6,Madhya Pradesh,Damoh,2552,4404,3979,2957,188,185,6719,7546
14,2009,6,Madhya Pradesh,Damoh,2050,5391,3288,3655,89,168,5427,9214
14,2010,6,Madhya Pradesh,Damoh,2600,5882,4168,3662,60,455,6828,9999
14,2011,6,Madhya Pradesh,Damoh,3204,6258,4282,3569,187,148,7673,9975
14,2012,6,Madhya Pradesh,Damoh,5004,6772,7135,4527,119,63,12258,11362
14,2013,6,Madhya Pradesh,Damoh,2827,6415,3312,3701,7,28,6146,10144
14,2014,6,Madhya Pradesh,Damoh,2982,7134,2129,3498,2,90,5113,10722
14,2015,6,Madhya Pradesh,Damoh,4419,6930,3338,3893,25,63,7782,10886
15,2005,6,Madhya Pradesh,Tikamgarh,649,6769,526,3701,55,464,1230,10934
15,2006,6,Madhya Pradesh,Tikamgarh,1666,4953,1995,2976,24,77,3685,8006
15,2007,6,Madhya Pradesh,Tikamgarh,1093,2481,1201,2041,26,23,2320,4545
15,2008,6,Madhya Pradesh,Tikamgarh,4050,12072,4319,9206,156,54,8525,21332
15,2009,6,Madhya Pradesh,Tikamgarh,1913,9659,1804,6780,63,56,3780,16495
15,2010,6,Madhya Pradesh,Tikamgarh,2207,8531,3634,5807,134,165,5975,14503
15,2011,6,Madhya Pradesh,Tikamgarh,3862,8891,2494,4348,62,26,6418,13265
15,2012,6,Madhya Pradesh,Tikamgarh,4706,7652,7966,4617,0,17,12672,12286
15,2013,6,Madhya Pradesh,Tikamgarh,3398,8708,4154,5519,2,14,7554,14241
15,2014,6,Madhya Pradesh,Tikamgarh,1835,9817,1738,4284,166,40,3739,14141
15,2015,6,Madhya Pradesh,Tikamgarh,2603,6581,2581,2109,1,7,5185,8697
16,2005,6,Madhya Pradesh,Chhatarpur,2025,9401,2310,5051,34,512,4369,14964
16,2006,6,Madhya Pradesh,Chhatarpur,3061,6366,4302,3670,45,20,7408,10056
16,2007,6,Madhya Pradesh,Chhatarpur,2151,4920,2422,3465,103,47,4676,8432
16,2008,6,Madhya Pradesh,Chhatarpur,5425,12774,7798,8778,207,127,13430,21679
16,2009,6,Madhya Pradesh,Chhatarpur,3328,9980,4638,6447,72,72,8038,16499
16,2010,6,Madhya Pradesh,Chhatarpur,5520,8957,7877,7074,327,246,13724,16277
16,2011,6,Madhya Pradesh,Chhatarpur,5957,11829,5659,7025,128,48,11744,18902
16,2012,6,Madhya Pradesh,Chhatarpur,8867,12009,9327,6478,86,20,18280,18507
16,2013,6,Madhya Pradesh,Chhatarpur,6342,10468,5635,6397,1,30,11978,16895
16,2014,6,Madhya Pradesh,Chhatarpur,5279,9999,4813,6032,7,116,10099,16147
16,2015,6,Madhya Pradesh,Chhatarpur,5829,10338,5458,4237,55,32,11342,14607
17,2005,6,Madhya Pradesh,Panna,607,1604,557,1795,3,141,1167,3540
17,2006,6,Madhya Pradesh,Panna,1089,1113,1273,913,50,13,2412,2039
17,2007,6,Madhya Pradesh,Panna,735,1352,848,1625,26,77,1609,3054
17,2008,6,Madhya Pradesh,Panna,1755,1819,2512,1774,183,80,4450,3673
17,2009,6,Madhya Pradesh,Panna,1370,2512,2093,1865,7,59,3470,4436
17,2010,6,Madhya Pradesh,Panna,1286,2633,1967,2386,46,92,3299,5111
17,2011,6,Madhya Pradesh,Panna,2529,4296,2846,2670,52,41,5427,7007
17,2012,6,Madhya Pradesh,Panna,2789,3657,3255,2358,13,13,6057,6028
17,2013,6,Madhya Pradesh,Panna,2715,5336,2389,3589,30,11,5134,8936
17,2014,6,Madhya Pradesh,Panna,2083,4139,1342,2599,4,46,3429,6784
17,2015,6,Madhya Pradesh,Panna,2298,4222,1767,2972,3,7,4068,7201
18,2005,6,Madhya Pradesh,Rewa,5364,5863,1471,4133,73,1074,6908,11070
18,2006,6,Madhya Pradesh,Rewa,6099,7418,2697,4100,136,294,8932,11812
18,2007,6,Madhya Pradesh,Rewa,4053,6275,1369,4036,61,214,5483,10525
18,2008,6,Madhya Pradesh,Rewa,5497,6873,3697,4763,434,214,9628,11850
18,2009,6,Madhya Pradesh,Rewa,4385,6801,3284,4775,44,92,7713,11668
18,2010,6,Madhya Pradesh,Rewa,3924,6622,3469,4596,159,345,7552,11563
18,2011,6,Madhya Pradesh,Rewa,5678,10106,4196,6827,85,206,9959,17139
18,2012,6,Madhya Pradesh,Rewa,6440,10324,5395,4480,77,29,11912,14833
18,2013,6,Madhya Pradesh,Rewa,8381,10281,4204,4638,10,56,12595,14975
18,2014,6,Madhya Pradesh,Rewa,4324,9266,2989,4720,60,276,7373,14262
18,2015,6,Madhya Pradesh,Rewa,9389,10338,6241,3623,28,48,15658,14009
19,2005,6,Madhya Pradesh,Sidhi,3159,2626,1359,1225,117,325,4635,4176
19,2006,6,Madhya Pradesh,Sidhi,3311,2714,1225,1735,39,55,4575,4504
19,2007,6,Madhya Pradesh,Sidhi,2406,2762,822,1578,32,33,3260,4373
19,2008,6,Madhya Pradesh,Sidhi,2870,3293,1403,2174,86,51,4359,5518
19,2009,6,Madhya Pradesh,Sidhi,2509,3200,1868,1990,10,29,4387,5219
19,2010,6,Madhya Pradesh,Sidhi,2385,3323,1749,2456,67,205,4201,5984
19,2011,6,Madhya Pradesh,Sidhi,3426,4294,2244,2280,61,22,5731,6596
19,2012,6,Madhya Pradesh,Sidhi,3031,4686,2310,2301,28,12,5369,6999
19,2013,6,Madhya Pradesh,Sidhi,5253,4834,2634,1869,54,8,7941,6711
19,2014,6,Madhya Pradesh,Sidhi,3108,3026,1890,1489,26,24,5024,4539
19,2015,6,Madhya Pradesh,Sidhi,3085,3877,2288,1524,2,16,5375,5417
20,2005,6,Madhya Pradesh,Satna,5626,9505,3169,7655,117,1219,8912,18379
20,2006,6,Madhya Pradesh,Satna,6569,9438,5612,6601,137,213,12318,16252
20,2007,6,Madhya Pradesh,Satna,5360,9301,3079,6669,161,436,8600,16406
20,2008,6,Madhya Pradesh,Satna,6915,10244,5202,6133,535,328,12652,16705
20,2009,6,Madhya Pradesh,Satna,5021,11782,5734,7083,117,414,10872,19279
20,2010,6,Madhya Pradesh,Satna,7275,14086,7908,8346,778,722,15961,23154
20,2011,6,Madhya Pradesh,Satna,8170,13175,6997,7546,163,280,15330,21001
20,2012,6,Madhya Pradesh,Satna,8193,11753,8826,5814,175,76,17194,17643
20,2013,6,Madhya Pradesh,Satna,7296,16025,4210,6365,22,88,11528,22478
20,2014,6,Madhya Pradesh,Satna,5377,15003,3754,6734,76,392,9207,22129
20,2015,6,Madhya Pradesh,Satna,8543,16256,5296,7904,154,66,13993,24226
21,2005,6,Madhya Pradesh,Shahdol,1607,2153,1108,1577,96,210,2811,3940
21,2006,6,Madhya Pradesh,Shahdol,2065,2612,1445,1824,96,94,3606,4530
21,2007,6,Madhya Pradesh,Shahdol,2099,2667,1530,1887,121,79,3750,4633
21,2008,6,Madhya Pradesh,Shahdol,2475,3165,2227,2465,116,69,4818,5699
21,2009,6,Madhya Pradesh,Shahdol,2226,3180,2030,2542,118,118,4374,5840
21,2010,6,Madhya Pradesh,Shahdol,2871,4134,2448,3200,114,180,5433,7514
21,2011,6,Madhya Pradesh,Shahdol,3661,4950,2961,3258,12,43,6634,8251
21,2012,6,Madhya Pradesh,Shahdol,15219,15899,14264,6399,8457,3291,37940,25589
21,2013,6,Madhya Pradesh,Shahdol,16466,17972,13320,7744,5739,1832,35525,27548
21,2014,6,Madhya Pradesh,Shahdol,16693,18288,12554,9321,9024,3156,38271,30765
21,2015,6,Madhya Pradesh,Shahdol,18408,18826,12770,10873,6895,4035,38073,33734
22,2005,6,Madhya Pradesh,Gwalior,5318,12183,1977,5600,113,886,7408,18669
22,2006,6,Madhya Pradesh,Gwalior,6570,12541,3773,5768,250,453,10593,18762
22,2007,6,Madhya Pradesh,Gwalior,6399,12801,2430,5593,104,455,8933,18849
22,2008,6,Madhya Pradesh,Gwalior,11251,17921,5443,9376,499,400,17193,27697
22,2009,6,Madhya Pradesh,Gwalior,10720,18243,9058,7457,923,1930,20701,27630
22,2010,6,Madhya Pradesh,Gwalior,11154,18491,9610,8649,114,321,20878,27461
22,2011,6,Madhya Pradesh,Gwalior,15055,19429,8312,8113,288,217,23655,27759
22,2012,6,Madhya Pradesh,Gwalior,13605,21149,8640,8813,167,285,22412,30247
22,2013,6,Madhya Pradesh,Gwalior,14401,20705,5573,6692,20,275,19994,27672
22,2014,6,Madhya Pradesh,Gwalior,11554,21818,4998,6541,107,129,16659,28488
22,2015,6,Madhya Pradesh,Gwalior,9914,19199,4037,4748,82,261,14033,24208
23,2005,6,Madhya Pradesh,Shivpuri,2867,6829,3561,4475,111,530,6539,11834
23,2006,6,Madhya Pradesh,Shivpuri,3330,6764,4761,2968,143,201,8234,9933
23,2007,6,Madhya Pradesh,Shivpuri,3423,7034,4693,3610,431,215,8547,10859
23,2008,6,Madhya Pradesh,Shivpuri,5727,10081,7148,5557,264,146,13139,15784
23,2009,6,Madhya Pradesh,Shivpuri,5426,10831,8299,5382,139,671,13864,16884
23,2010,6,Madhya Pradesh,Shivpuri,5843,11190,9126,6101,338,555,15307,17846
23,2011,6,Madhya Pradesh,Shivpuri,7110,11194,8278,7393,372,6,15760,18593
23,2012,6,Madhya Pradesh,Shivpuri,7433,11818,9297,7058,197,73,16927,18949
23,2013,6,Madhya Pradesh,Shivpuri,7244,13572,7200,7096,312,350,14756,21018
23,2014,6,Madhya Pradesh,Shivpuri,5534,14664,6626,7378,105,102,12265,22144
23,2015,6,Madhya Pradesh,Shivpuri,6439,12500,8097,5411,184,186,14720,18097
24,2005,6,Madhya Pradesh,Guna,2426,9040,3609,4523,158,861,6193,14424
24,2006,6,Madhya Pradesh,Guna,3897,11911,5286,4518,121,139,9304,16568
24,2007,6,Madhya Pradesh,Guna,4659,9770,5584,3714,430,69,10673,13553
24,2008,6,Madhya Pradesh,Guna,5147,11198,7814,5231,114,138,13075,16567
24,2009,6,Madhya Pradesh,Guna,3823,11368,7755,5856,47,257,11625,17481
24,2010,6,Madhya Pradesh,Guna,5212,14661,9758,8357,165,179,15135,23197
24,2011,6,Madhya Pradesh,Guna,3999,15258,7926,7248,204,153,12129,22659
24,2012,6,Madhya Pradesh,Guna,2671,10916,6512,4630,50,14,9233,15560
24,2013,6,Madhya Pradesh,Guna,4285,13394,6691,3725,2,90,10978,17209
24,2014,6,Madhya Pradesh,Guna,4475,14909,4444,6151,16,37,8935,21097
24,2015,6,Madhya Pradesh,Guna,6801,14439,5907,5012,142,75,12850,19526
25,2005,6,Madhya Pradesh,Datia,1219,6681,367,2040,19,327,1605,9048
25,2006,6,Madhya Pradesh,Datia,1864,7637,1047,2428,52,71,2963,10136
25,2007,6,Madhya Pradesh,Datia,2737,8806,1132,3656,95,174,3964,12636
25,2008,6,Madhya Pradesh,Datia,3472,10267,3143,4159,32,38,6647,14464
25,2009,6,Madhya Pradesh,Datia,3567,9938,3294,3984,30,651,6891,14573
25,2010,6,Madhya Pradesh,Datia,3697,10207,3034,6007,39,158,6770,16372
25,2011,6,Madhya Pradesh,Datia,5096,10409,3699,4570,99,123,8894,15102
25,2012,6,Madhya Pradesh,Datia,5540,10891,4173,3885,122,374,9835,15150
25,2013,6,Madhya Pradesh,Datia,5302,8873,1261,2481,0,167,6563,11521
25,2014,6,Madhya Pradesh,Datia,5290,11718,1974,3401,3,14,7267,15133
25,2015,6,Madhya Pradesh,Datia,6388,18482,981,1731,28,52,7397,20265
26,2005,6,Madhya Pradesh,Morena,12100,20268,3156,5789,117,532,15373,26589
26,2006,6,Madhya Pradesh,Morena,13444,16493,8053,3984,441,146,21938,20623
26,2007,6,Madhya Pradesh,Morena,16993,20812,6754,6745,279,915,24026,28472
26,2008,6,Madhya Pradesh,Morena,19369,22748,10903,7050,998,235,31270,30033
26,2009,6,Madhya Pradesh,Morena,19088,22773,12934,5712,500,998,32522,29483
26,2010,6,Madhya Pradesh,Morena,16172,24537,11874,8052,63,248,28109,32837
26,2011,6,Madhya Pradesh,Morena,17760,24366,9277,11315,156,33,27193,35714
26,2012,6,Madhya Pradesh,Morena,18016,24507,10931,8438,176,147,29123,33092
26,2013,6,Madhya Pradesh,Morena,18472,30148,6751,8020,35,304,25258,38472
26,2014,6,Madhya Pradesh,Morena,15134,30635,7713,8048,93,271,22940,38954
26,2015,6,Madhya Pradesh,Morena,18880,30570,7513,7222,106,219,26499,38011
27,2005,6,Madhya Pradesh,Bhind,4921,11841,1512,4807,281,961,6714,17609
27,2006,6,Madhya Pradesh,Bhind,6097,10254,4365,3220,180,161,10642,13635
27,2007,6,Madhya Pradesh,Bhind,6799,11643,3401,4405,234,546,10434,16594
27,2008,6,Madhya Pradesh,Bhind,8832,12314,6768,5628,254,124,15854,18066
27,2009,6,Madhya Pradesh,Bhind,8380,11464,9689,3827,136,522,18205,15813
27,2010,6,Madhya Pradesh,Bhind,7827,11318,8549,5456,37,92,16413,16866
27,2011,6,Madhya Pradesh,Bhind,8399,12560,5103,4678,134,163,13636,17401
27,2012,6,Madhya Pradesh,Bhind,8867,11864,9811,3799,78,29,18756,15692
27,2013,6,Madhya Pradesh,Bhind,8817,14870,5250,5265,25,135,14092,20270
27,2014,6,Madhya Pradesh,Bhind,6993,16274,4131,5199,7,57,11131,21530
27,2015,6,Madhya Pradesh,Bhind,8552,18344,4184,5575,14,65,12750,23984
28,2005,6,Madhya Pradesh,Indore,4465,12304,5840,8071,534,2372,10839,22747
28,2006,6,Madhya Pradesh,Indore,8217,24349,11099,12728,2684,2877,22000,39954
28,2007,6,Madhya Pradesh,Indore,15712,26438,15693,11543,4256,4220,35661,42201
28,2008,6,Madhya Pradesh,Indore,13649,18958,19116,10696,5484,2219,38249,31873
28,2009,6,Madhya Pradesh,Indore,14890,29643,23938,12905,5447,8062,44275,50610
28,2010,6,Madhya Pradesh,Indore,17516,27846,27522,16395,7160,5207,52198,49448
28,2011,6,Madhya Pradesh,Indore,17620,20170,21007,18314,2744,3679,41371,42163
28,2012,6,Madhya Pradesh,Indore,13760,20231,16455,14517,3439,1865,33654,36613
28,2013,6,Madhya Pradesh,Indore,21523,20487,14393,10186,2514,2044,38430,32717
28,2014,6,Madhya Pradesh,Indore,12333,23556,10284,14730,1919,2719,24536,41005
28,2015,6,Madhya Pradesh,Indore,18663,20774,16827,11648,3877,2337,39367,34759
